DishName,Rating,ReviewCount,Submitter,MadeIt,Servings,Calories,PrepTime,CookTime,Totaltime,Ingredients,Directions
Roasted Sweet Potato Mango Salad,4.5,2,Jeni,4,6,495,20 m,20 m,1 h 10 m,"['Potatoes:', '4 large sweet potatoes, cut into cubes', 'cooking spray', '1/2 teaspoon salt', '1/2 teaspoon ground black pepper', 'Dressing:', '1 lemon, juiced', '3 tablespoons olive oil', '2 tablespoons brown sugar', '1 teaspoon sea salt', '1/2 teaspoon ground black pepper', 'Salad:', '2 large mangoes - peeled, seeded, and chopped', '3/4 cup minced onion', '3/4 cup chopped fresh cilantro', '1 large avocado - peeled, pitted, and chopped', '1 green onion, chopped', '1/2 habanero pepper, seeded and minced']","['Preheat oven to 400 degrees F (200 degrees C).', 'Spread sweet potatoes onto a baking sheet; spray with cooking spray and season with 1/2 teaspoon salt and 1/2 teaspoon black pepper.', 'Roast potatoes in the preheated oven until soft, about 20 minutes. Transfer potatoes to a plate and refrigerate until cooled completely.', 'Whisk lemon juice, olive oil, brown sugar, sea salt, and 1/2 teaspoon black pepper together in a bowl; let rest for at least 5 minutes.', 'Mix chilled sweet potatoes, mangoes, onion, cilantro, avocado, green onion, and habanero pepper together in a large bowl. Drizzle dressing over potato mixture and toss to coat.', '']"
Honey Mustard Oven-Baked Chicken Tenders,3.95652174949646,18,The Purple Baker,43,8,383,15 m,30 m,1 h 15 m,"['1/2 cup prepared yellow mustard', '1/2 cup honey', '2 tablespoons orange juice', '1 clove garlic, minced', '1 cup whole wheat flour', '1 teaspoon salt, divided', '3 cups whole wheat panko bread crumbs', '3 eggs, beaten', '2 pounds skinless, boneless chicken breast halves, cut into strips']","['Stir mustard, honey, orange juice, garlic together in a glass or ceramic bowl. Transfer 1/4 cup mustard mixture to a bowl to use as a dipping sauce; add chicken to the remaining mustard mixture and toss to coat. Marinate chicken for at least 30 minutes, or up to 3 hours.', 'Preheat an oven to 450 degrees F (230 degrees C). Place wire cooling racks onto baking sheets.', 'Stir whole wheat flour and 1/2 teaspoon salt together in a shallow bowl. Stir bread crumbs and 1/2 teaspoon salt together in another shallow bowl. Place beaten eggs in another shallow bowl.', ""Gently press a chicken strip into the flour mixture to coat and shake to remove excess flour. Dip into the beaten egg, then press into bread crumb mixture. Gently toss between your hands so any bread crumbs that haven't stuck can fall away. Place the breaded chicken strips onto baking sheets prepared with wire cooling racks."", 'Bake chicken in the preheated oven until no longer pink in the center and the juices run clear, 15 to 18 minutes. Serve with reserved mustard sauce.', '']"
Paleo Chocolate and Cinnamon Banana Bread,4.44444465637207,15,Cindy Anschutz Barbieri,46,8,294,15 m,55 m,1 h 10 m,"['1 cup semi-sweet chocolate chunks', '1 tablespoon unsalted butter', '1 teaspoon coconut oil, or more as needed', '2 tablespoons ground cinnamon', '1 cup mashed ripe bananas', '1/2 cup coconut flour', '1 teaspoon baking soda', '1/8 teaspoon sea salt', '1/2 cup almond butter', '4 eggs', '1 teaspoon coconut oil']","['Melt the chocolate, butter, and 1 teaspoon coconut oil in the top of a double boiler over simmering water, stirring frequently and scraping down the sides with a rubber spatula to avoid scorching. Remove from heat and stir in cinnamon.', 'Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x5-inch loaf pan with 1 teaspoon coconut oil.', 'Sift coconut flour, baking soda, and salt together in a bowl. Place mashed bananas in a large bowl; fold flour mixture into bananas with a rubber spatula.', 'Beat almond butter and eggs together in a bowl until creamy; add to banana mixture and mix well.', 'Pour 1/2 banana mixture into prepared loaf pan; top with 2 tablespoons chocolate mixture. Use a fork to spread and swirl the chocolate mixture through the banana batter. Repeat with remaining banana batter and chocolate mixture.', 'Bake in the preheated oven until top is golden brown and loaf is cooked through, 50 minutes.', '']"
Oven Roasted Ribs,4.2857141494751,13,cbowen76,50,4,634,15 m,2 h 20 m,2 h 35 m,"['1 teaspoon vegetable oil', '1/2 cup chopped onions', '2 cloves minced garlic', '3/4 cup chili sauce', '1/2 cup beer', '1/4 cup honey', '2 tablespoons Worcestershire sauce', '1/2 teaspoon dry mustard', '3 1/2 pounds country style pork ribs']","['Heat oil in a saucepan over medium-high heat. Cook and stir onions and garlic in hot oil until fragrant and softened, 4 to 6 minutes.', 'Stir chili sauce, beer, honey, Worcestershire sauce, and dry mustard into onion mixture; bring to a boil, reduce heat to low, and simmer until sauce thickens and flavors develop, 20 minutes.', 'Preheat oven to 350 degrees F (175 degrees C).', 'Bake ribs in a baking dish in the preheated oven for 1 hour. Spread sauce over ribs and return to oven; bake until sauce bubbles and ribs are tender, 1 hour.', '']"
Green Beans Kids are Sure to Eat,4.22222232818604,6,ZoeysMama,11,4,43,5 m,10 m,15 m,"['1 (15 ounce) can green beans, drained', '1 tablespoon butter', '1/2 teaspoon garlic powder', '1/2 teaspoon onion powder', '1/2 teaspoon ground black pepper']","['Heat butter, garlic powder, onion powder, and pepper in a saucepan over medium heat until butter is melted, 1 to 2 minutes. Stir green beans into butter mixture and cook until beans are heated through, 5 to 10 minutes.', '']"
Quinoa Squash Muffins,4.44444465637207,9,moonl8,13,18,161,15 m,45 m,1 h,"['1 cup water', '1/2 cup uncooked quinoa, rinsed and drained', '1 1/2 cups all-purpose flour', '1 cup whole wheat flour', '1/2 teaspoon salt', '1 1/2 teaspoons ground cinnamon', '1 1/2 teaspoons baking powder', '1 teaspoon baking soda', '1 pinch ground cloves (optional)', '1 pinch ground nutmeg (optional)', '1 pinch ground allspice (optional)', '1 pinch ground ginger (optional)', '1 pinch cayenne pepper (optional)', '1 1/2 cups shredded squash', '1 1/2 cups plain yogurt', '1/2 cup brown sugar', '1/2 cup raisins', '1/2 cup chopped walnuts', '2 eggs', '1 teaspoon vanilla extract']","['Bring water and quinoa to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until quinoa is tender and water is absorbed, 15 to 20 minutes.', 'Preheat oven to 375 degrees F (190 degrees C). Grease 18 muffin cups or line with paper muffin liners.', 'Mix all-purpose flour, whole wheat flour, cinnamon, baking powder, baking soda, cloves, nutmeg, allspice, ground ginger, and cayenne pepper together in a bowl.', 'Stir squash, yogurt, brown sugar, raisins, walnuts, eggs, and vanilla together in a large bowl. Add flour mixture to squash mixture; stir. Spoon batter into prepared muffin cups.', 'Bake in the preheated oven until golden brown, 30 minutes.', '']"
Habanero BBQ Sauce,4.307692527771,12,Derek M. Zimmerman,20,20,106,20 m,50 m,1 h 40 m,"['4 cups cider vinegar', '4 habanero peppers, minced (wear gloves)', '3 tablespoons minced onion', '2 cloves minced garlic', '1 tablespoon red pepper flakes', '1 tablespoon cayenne pepper', '2 teaspoons dry mustard', '2 teaspoons white pepper', '1 teaspoon seasoned salt', '2 cups dark brown sugar', '1/2 cup ketchup']","['Bring vinegar to a boil in a saucepan; add habanero peppers, onion, garlic, red pepper flakes, cayenne pepper, mustard, white pepper, and seasoned salt. Allow mixture to return to a boil, then stir in brown sugar and ketchup.', 'Boil sauce for 15 minutes, stirring constantly. Reduce heat to medium-low and simmer, stirring occasionally, until thickened, 30 to 45 minutes. Cool and serve.', '']"
Blackberry Habanero BBQ Sauce,4,1,Smoke,4,40,167,20 m,30 m,50 m,"['1 quart fresh blackberries', '1 (46 fluid ounce) bottle ketchup', '2 cups blackberry jelly', '2 cups white sugar', '1 cup raspberry balsamic vinegar', '1 cup light corn syrup', '1 (6 ounce) can tomato paste', '1/2 cup frozen limeade concentrate', '1/2 cup cider vinegar', '2 tablespoons finely ground sea salt', '2 tablespoons bourbon whiskey', '1 tablespoon garlic powder', '2 teaspoons liquid smoke flavoring', '1 tablespoon ground ginger', '1 tablespoon ground dried chipotle pepper', '1 tablespoon red pepper flakes', '1 tablespoon finely ground black pepper ', '1 teaspoon teriyaki sauce', '1 teaspoon hot pepper sauce', '3 habanero peppers']","['Combine blackberries, ketchup, blackberry jelly, sugar, raspberry balsamic vinegar, corn syrup, tomato paste, limeade concentrate, cider vinegar, salt, bourbon, garlic powder, liquid smoke, ginger, ground chipotle pepper,  red pepper flakes, black pepper, teriyaki sauce, and hot pepper sauce in a large pot and bring to a simmer over medium-high heat.', 'Reduce heat to medium-low and simmer blackberry mixture for 10 minutes. Add whole habanero peppers and continue to simmer until sauce is thickened, about 20 minutes more. Remove and discard habanero peppers.', 'Pour barbecue sauce into a blender no more than half full. Cover and hold lid down; pulse a few times before leaving on to blend. Puree in batches until smooth.', '']"
Paul's Fat Tire(R) Lamb Chili,5,1,WeaselFlix,2,4,430,10 m,2 h 25 m,2 h 35 m,"['1 pound ground lamb', '1 (16 ounce) can tomato sauce', '1 (16 ounce) can black beans, rinsed and drained', '1 (12 fluid ounce) can or bottle amber ale (such as Fat Tire(R))', ""1 (4 ounce) carton Texas-style chili seasoning kit (such as Carroll Shelby's(R))"", '1 red onion, finely chopped', '3 jalapeno peppers, ribs removed, chopped', '3 cloves garlic, minced', '1 habanero pepper, ribs removed and chopped (wear gloves)']","['Heat a large skillet over medium-high heat. Cook and stir lamb until browned and crumbly, 5 to 7 minutes; drain and discard grease.', 'Combine tomato sauce, black beans, and amber ale in a large pot. Stir contents of the chili seasoning kit, reserving the masa flour, into the tomato mixture; add onion, jalapeno peppers, garlic, and habanero pepper. Stir in lamb.', 'Heat pot on low until lamb mixture begins to lightly simmer, stirring frequently, about 15 minutes. Cover and reduce heat to warm (lowest setting) and cook until chili flavors blend, stirring occasionally, 2 to 4 hours. If the chili is too thin, slowly stir in reserved masa flour. If the chili is too thick, add water.', '']"
"Fat Sam's Meaty Melted Man Dip - Is It Football Season, Yet???",4.66666650772095,3,Fat Sam,4,10,439,5 m,20 m,25 m,"['1 pound pork breakfast sausage', '2 (1.25 ounce) packages taco seasoning mix, divided', '3 cups water, divided', '2 pounds processed cheese food, cubed', '1 tablespoon Louisiana-style hot sauce']","['Heat a large skillet over medium-high heat. Cook and stir sausage in the hot skillet until browned and crumbly, 5 to 7 minutes; drain in a colander and discard grease. Transfer sausage to a large saucepan.', 'Stir 1 package taco seasoning into sausage and cook over medium heat until fragrant, about 5 minutes. Add 2 cups water and remaining package taco seasoning. Stir until seasoning is dissolved; simmer for 5 minutes more. Reduce heat to low.', 'Gradually add cheese food, stirring until cheese is evenly melted, 5 to 7 minutes. Mix hot sauce into melted cheese mixture. If the mixture becomes too thick, add remaining 1 cup water, as needed.', '']"
Sandy's Frito Pie,4,15,SBrazingto,71,8,577,10 m,50 m,1 h,"['1 pound ground beef', '1 small onion, chopped', '1 (16 ounce) can chili beans', '1 (15.25 ounce) can whole kernel corn, drained', '1 (10 ounce) container fresh restaurant-style salsa', '1 (4 ounce) can sliced black olives', '1 (1 ounce) package taco seasoning', '1 (10.5 ounce) bag chili cheese flavored corn chips (such as Fritos(R)), crushed', '2 cups shredded Mexican cheese blend']","['Preheat oven to 350 degrees F (175 degrees C).', 'Heat a large skillet over medium-high heat. Cook and stir beef and onion in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease.', 'Stir chili beans, corn, salsa, olives, and taco seasoning into beef mixture and simmer until heated through and flavors blend, 10 to 15 minutes.', 'Spread about 2/3 the crushed corn chips into a baking dish and top with the beef mixture. Sprinkle remaining chips over beef.', 'Bake in the preheated oven until bubbly, about 25 minutes. Sprinkle with Mexican cheese blend and continue baking until cheese is melted, about 10 minutes more.', '']"
Debbie's Frito(R) Pie,4,4,Debbie's Goodies,5,8,1007,10 m,20 m,30 m,"['1 (22 ounce) package corn chips (such as Fritos(R))', '1 (15 ounce) can sliced black olives, drained', '1 cup water', '2 (15 ounce) cans chili without beans (such as Hormel(R))', '1 (32 ounce) bag shredded Cheddar cheese']","['Preheat oven to 350 degrees F (175 degrees C).', 'Spread corn chips in a 9x13-inch baking dish. Sprinkle olives evenly over chips.', 'Mix chili with water in a large bowl; pour mixture over olives and corn chips. Top chili with Cheddar cheese.', 'Bake in the preheated oven until cheese is melted, about 20 minutes.', '']"
Bethany's Frito(R) Pie,3.76595735549927,37,Bethany Warner,387,4,422,10 m,15 m,25 m,"['3 cups corn chips (such as Fritos(R))', '1 cup shredded Cheddar cheese', '3/4 cup chopped onion', '2 1/2 cups prepared chili']","['Preheat oven to 350 degrees F (175 degrees C).', 'Spread about 2 cups corn chips in a baking dish. Sprinkle half the onion and half the Cheddar cheese over chips and top with chili. Spread remaining 1 cup corn chips over the chili, followed by remaining chopped onion and cheese.', 'Bake until hot and bubbly, 15 to 20 minutes.', '']"
King of the Hill Frito(R) Pie,4.5,6,MandaRue,13,4,871,10 m,10 m,20 m,"['1 pound lean ground turkey', '2 (8 ounce) cans tomato sauce', '1 (10 ounce) can petite diced tomatoes with green chiles', '1 (6 fluid ounce) can tomato juice, or more to taste', '1 (1.25 ounce) package mild chili seasoning mix', '1 (16 ounce) package corn chips (such as Fritos(R))', '1/2 cup shredded Cheddar cheese, or to taste']","['Heat a large skillet over medium-high heat. Cook and stir turkey in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease.', 'Stir tomato sauce, diced tomatoes, tomato juice, and chili seasoning mix into turkey; simmer until until chili is hot, about 5 minutes more.', 'Pour corn chips into a large bowl and top with turkey chili. Sprinkle Cheddar cheese over chili.', '']"
Chef John's Lighter Lemon Curd,4.96000003814697,20,Chef John,47,6,225,15 m,10 m,1 h 25 m,"['3 large eggs', '3/4 cup white sugar', '2/3 cup freshly squeezed lemon juice', '1 1/2 tablespoons freshly grated lemon zest', '5 tablespoons unsalted butter at room temperature - cut into 1-tablespoon chunks']","['Place a saucepan containing several inches of water over medium heat and bring water to a simmer.', 'Place eggs into a metal mixing bowl and add sugar and lemon juice. Place bowl over pan containing simmering water and whisk continuously until mixture foams and becomes thick, hot, and smooth, 8 to 10 minutes.', 'Remove from the heat; whisk in lemon zest and unsalted butter. Continue whisking constantly until butter melts and incorporates into the lemon curd. Cover bowl with plastic wrap, pushing the plastic wrap onto the surface of the lemon curd. Refrigerate until chilled and lemon curd has set up, at least 1 hour. Stir before serving.', '']"
