DishName,Rating,ReviewCount,Submitter,MadeIt,Servings,Calories,PrepTime,CookTime,Totaltime,Ingredients,Directions,,,,,,,,,,,
Pineapple and Coconut Jam,0.0,0,Rieko,0,24,44,5 m,25 m,30 m,"['1 (20 ounce) can pineapple chunks, drained, liquid reserved', '1/2 cup brown sugar', '1/2 cup finely grated coconut']","['Grind pineapple chunks in a food processor. Stir pineapple, reserved liquid, and brown sugar together in a saucepan; bring to a boil, reduce heat to low, and simmer until sugar dissolves and mixture thickens, about 20 minutes.', 'Stir coconut into pineapple mixture, return to a simmer, and cook until flavors blend, about 5 minutes more. Store in a sealable jar or container.', '']"
Coconut Truffles,4.19999980926514,5,thecookandbaker,24,36,369,10 m,,1 h 40 m,"[""2 (16 ounce) boxes confectioners' sugar"", '1 (14 ounce) can sweetened condensed milk', '1 cup butter', '2 1/2 cups chopped walnuts', '1 (14 ounce) package shredded coconut', '1 (24 ounce) bag chocolate chips']","['Line a baking sheet with waxed paper.', 'Mix sugar, sweetened condensed milk, and butter together in a bowl. Stir walnuts and coconut into dough. Cover bowl with plastic wrap and freeze until dough is firm, at least 1 hour.', 'Form dough into 1-inch balls, place on prepared baking sheet, and freeze until firm, at least 30 minutes.', 'Melt chocolate chips in a double boiler or in a bowl set over a pan of simmering water, stirring frequently until smooth.', 'Dip balls into melted chocolate to coat; cool on prepared baking sheet until chocolate has hardened.', '']"
"Chia Seed, Coconut, and Raspberry French Toast Sticks",3.5,2,Joy,2,3,382,10 m,10 m,20 m,"['3 thick slices whole grain bread', '1/4 cup coconut', '1/4 cup chia seeds', '1/4 cup half-and-half', '2 eggs', '1 tablespoon white sugar', '1 1/2 teaspoons ground cinnamon', '1 teaspoon vanilla extract', '1/2 teaspoon salt', '2 teaspoons unsalted butter, or as needed', '1/2 cup fresh raspberries', '1/2 cup vanilla yogurt', '2 ounces maple syrup, or to taste']","['Cut each bread slice into 4 even sticks.', 'Mix coconut, chia seeds, half-and-half, eggs, sugar, cinnamon, vanilla extract, and salt together in a bowl until batter is smooth.', 'Heat a large skillet over medium heat and add butter.', 'Dip bread sticks in the batter until completely coated.', 'Cook coated bread sticks in the hot butter until browned, 2 to 3 minutes per side.', 'Place raspberries in a microwave-safe bowl; heat in microwave until softened, about 1 minutes. Mix yogurt into raspberries.', 'Dip French toast sticks in raspberry-yogurt sauce and top with maple syrup.', '']"
Sweet Potato Banana Bread,0.0,0,Millsy0812,0,10,252,10 m,1 h,1 h 20 m,"['non-stick cooking spray', '1 cup white sugar', '1 banana, mashed', '1/2 cup fat-free plain yogurt', '2 eggs', '1 cup all-purpose flour', '2/3 cup chickpea (garbanzo bean) flour', '1 teaspoon baking soda', '1/2 teaspoon ground cinnamon', '1/4 teaspoon salt', '1/3 cup water', '1 cup cooked and mashed sweet potatoes', '1/2 cup semisweet chocolate morsels (optional)', '1/4 cup chia seeds (optional)']","['Preheat oven to 350 degrees F (175 degrees C). Prepare a loaf pan with cooking spray.', 'Beat sugar, banana, and yogurt together in a large bowl until smooth. Beat 1 egg into the banana mixture until smooth before adding the second egg and beating again until smooth.', 'Mix all-purpose flour, chickpea flour, baking soda, ground cinnamon, and salt together in a separate bowl; add to the banana mixture with the water and beat until smooth and batter-like. Stir mashed sweet potatoes into the batter until smooth. Fold chocolate and chia seeds through the batter; pour into the prepared loaf pan.', 'Bake in the preheated oven until a knife inserted into the center comes out clean, about 1 hour. Cool in the pan for 10 minutes before slicing.', '']"
Salted Nut Roll Squares,4.44444465637207,9,SWC,21,12,510,10 m,5 m,45 m,"['1 (16 ounce) jar salted peanuts, divided', ""1 (10 ounce) package peanut butter chips (such as Reese's®)"", '3 tablespoons butter', '1 (14 ounce) can sweetened condensed milk', '2 1/2 cups marshmallows']","['Pour 1/2 of the peanuts into the bottom of a 9x13-inch baking dish.', 'Melt peanut butter chips and butter in a microwave-safe glass or ceramic bowl in 30-second intervals, stirring after each melting, for 1 to 3 minutes. Stir in sweetened condensed milk and microwave until heated through, about 30 seconds more.', 'Stir marshmallows into butter mixture until completely incorporated and melted. Pour marshmallow mixture over peanuts into the baking dish. Sprinkle remaining peanuts over the top, cover the peanuts with a sheet of waxed paper, and press down to fill the pan and create an even layer. Remove wax paper and cool completely before cutting into squares.', '']"
Corny Pumpkin Pancakes,4.0,1,sueb,2,4,263,15 m,10 m,25 m,"['vegetable oil cooking spray', '1 1/2 cups packed, shredded pumpkin', '1 cup soy milk', '1 cup frozen corn', '2 eggs, beaten', '1/4 cup chopped onion', '1 cup rice flour', '1 teaspoon baking powder', '1 teaspoon ground cinnamon']","['Heat a large skillet over medium heat; prepare with cooking spray.', 'Stir pumpkin, soy milk, corn, eggs, and onion together in a bowl; add rice flour, baking, powder, and cinnamon and stir until well blended.', 'Drop mixture by desired portions onto preheated pan. Cook until lightly golden on the bottom, about 3 minutes. Flip cakes and continue cooking until the bottom is lightly golden, about 3 minutes more. Repeat cooking in batches until batter is completely used.', '']"
Chef John's Boneless Whole Turkey,4.5,3,Chef John,14,20,567,20 m,1 h 50 m,2 h 10 m,"['1 (15 pound) whole turkey, boned', 'kosher salt and ground black pepper to taste', '3 cups prepared stuffing, or more to taste', '2 tablespoons heavy whipping cream, or more to taste']","['Preheat oven to 450 degrees F (230 degrees C).', 'Place turkey, skin-side down, on a work surface and arrange meat with your hands into a flat, even surface. Season with salt and black pepper. Press stuffing all over the surface of the meat.', 'Fold long edges of turkey around stuffing into the center of the bird and carefully turn turkey seam-side down. Tie the leg-end of the turkey with kitchen twine to cinch the turkey together. Repeat ties at 2-inch intervals along the length of the turkey, ending with a single tie along the length of the turkey. Season with salt and place in a large roasting pan.', 'Roast turkey in the preheated oven for 15 minutes. Reduce heat to 325 degrees F (165 degrees C) and roast until an instant-read thermometer inserted into the thickest part of the turkey reads 155 degrees F (68 degrees C), about 1 1/2 hours. Transfer turkey to a platter; remove and discard twine. Let rest until internal temperature increases to 165 degrees F (74 degrees C), about 20 minutes.', 'Place roasting pan over medium-high heat and stir cream into pan drippings. Cook and stir until sauce thickens and reduces, 3 to 7 minutes. Pour through a fine mesh sieve into a gravy boat or bowl. Slice turkey crosswise and top slices with gravy.', '']"
Sandy's Simple Spring Lettuce Salad,4.75,16,SandyG,56,8,83,10 m,,10 m,"['1 shallot, finely chopped', '1 1/2 teaspoons honey', '1 teaspoon Dijon mustard', '1/4 teaspoon salt', '1/4 cup extra-virgin olive oil', '2 tablespoons fresh lemon juice', '2 tablespoons rice vinegar', '16 cups arugula']","['Combine shallot, honey, mustard, and salt in a jar with a lid; add olive oil, lemon juice, and vinegar. Cover jar with lid and shake until dressing is thickened.', 'Place arugula in a bowl and drizzle dressing over greens; toss to coat.', '']"
Maple Buttercream Frosting,3.66666674613953,5,Sarah,14,24,137,15 m,,15 m,"[""4 cups confectioners' sugar"", '1/2 cup butter, softened', '7 tablespoons pure maple syrup', '3 tablespoons heavy whipping cream']","[""Beat confectioners' sugar, butter, and syrup together in a bowl using an electric mixer until smooth. Add cream, 1 tablespoon at a time, to sugar mixture and beat until frosting is thickened and desired consistency."", '']"
Garlicky Green Beans with Shallot,4.60869550704956,19,murphyjct,80,5,169,10 m,20 m,30 m,"['1 tablespoon butter', '3 tablespoons olive oil', '1 large shallot, chopped', '8 cloves garlic, sliced', '15 ounces fresh green beans, trimmed', 'salt and ground black pepper to taste', '1/2 cup grated Parmesan cheese']","['Melt butter with olive oil in a large skillet over medium heat. Cook shallot and garlic in the hot butter mixture, stirring frequently, until soft and slightly browned, 5 to 10 minutes.', 'Stir green beans with shallot mixture; season with salt and pepper. Cook and stir green beans until tender, about 12 minutes.', 'Remove skillet from heat and sprinkle Parmesan cheese over the green beans.', '']"
Isaac's Carrot Cake,4.90909099578857,9,Kali Peacock,37,12,482,15 m,40 m,55 m,"['3 cups all-purpose flour', '2 cups white sugar', '2 1/2 teaspoons baking soda', '2 1/2 teaspoons ground cinnamon', '1 teaspoon salt', '1/4 teaspoon ground nutmeg', '2 cups shredded carrots', '1 (11 ounce) can mandarin oranges, drained', '1 1/4 cups vegetable oil', '3 eggs', '2 teaspoons vanilla extract', '1 teaspoon grated orange zest']","['Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13x2-inch baking dish.', 'Whisk flour, sugar, baking soda, ground cinnamon, salt, and nutmeg together in a bowl. Beat carrots, mandarin oranges, oil, eggs, vanilla extract, and orange zest into flour mixture with an electric mixer until batter is smooth, about 2 minutes. Pour batter into prepared baking dish.', 'Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 40 to 50 minutes.', '']"
Maria's Tomato-Basil Spaghetti Sauce,4.66666650772095,3,Cara,2,8,231,15 m,25 m,40 m,"['8 pounds Roma (plum) tomatoes, peeled and chopped', '1/2 cup extra-virgin olive oil', '1 large onion, minced', '1/4 cup grated Parmesan cheese', '4 sprigs fresh basil, or more to taste, chopped', '3 cloves garlic, minced', '2 tablespoons red wine', 'coarse salt and ground black pepper to taste']","['Puree tomatoes in a food processor until smooth; strain through a fine-mesh sieve into a bowl.', 'Heat olive oil in a large, deep pot over medium heat. Stir strained tomatoes, onion, Parmesan cheese, basil, garlic, and red wine together in the pot with the oil; season with salt and pepper. Bring the mixture to a boil, reduce heat to medium-low, and cook at a simmer until thickened, about 25 minutes.', '']"
Whipped Coconut Cream (Vegan Whipped Cream),4.31034469604492,26,Karen Gaudette Brewer,50,4,220,10 m,,8 h 10 m,"['1 (14 ounce) can unsweetened coconut milk', '2 tablespoons white sugar, or to taste', '1 teaspoon pure vanilla extract']","['Refrigerate can of coconut milk, 8 hours or overnight.', 'Place metal mixing bowl and beaters in the refrigerator or freezer 1 hour before making whipped cream.', 'Open can of coconut milk, taking care not to shake it. Scoop coconut cream solids into cold mixing bowl. Reserve remaining liquid for another use.', 'Beat coconut cream using electric mixer with chilled beaters on medium speed; turn to high speed. Beat until stiff peaks form, 7 to 8 minutes. Add sugar and vanilla extract to coconut cream; beat 1 minute more. Taste and add more sugar if desired.', '']"
Brown Butter and Chocolate Oatmeal Cookies,4.0,1,HappySideUp,2,42,132,20 m,20 m,50 m,"['1 cup butter', '1 cup light brown sugar, packed', '1/2 cup white sugar', '2 eggs', '2 teaspoons vanilla extract', '3 cups quick-cooking oats', '1 3/4 cups all-purpose flour', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 cup semisweet chocolate chips']","['Melt butter in a saucepan over medium heat; cook, swirling the pan frequently, until the butter is browned, about 5 minutes. Pour browned butter into a bowl and set aside to cool.', 'Preheat oven to 325 degrees F (168 degrees C).', 'Beat browned butter, brown sugar, and white sugar together in a large bowl until smooth and creamy. Beat one egg into the butter mixture until smooth; add second egg and vanilla extract and beat again until smooth and uniform in color.', 'Mix oats, flour, baking soda, and salt in a bowl; add to the browned butter mixture and stir to get a cookie dough. Stir chocolate chips into the dough. Drop dough by heaping teaspoonful onto baking sheets.', 'Bake in preheated oven until edges and bottoms are golden brown, about 12 minutes. Cool on sheets for 10 minutes before transferring to wire cooling racks to cool completely.', '']"
Cranberry Sauce with Apple,0.0,0,Melanie B,0,6,123,10 m,,4 h 10 m,"['1 (16 ounce) can whole berry cranberry sauce', '1 small apple, diced', '1 small orange, juiced', '1/8 teaspoon ground cloves', '1 dash ground cinnamon']","['Stir cranberry sauce, apple, orange juice, cloves, and cinnamon together in a bowl.', 'Refrigerate sauce for at least 4 hours before serving.', '']"
Red Cabbage with Caraway,4.0,4,R. Holland,4,6,87,10 m,30 m,40 m,"['1 medium head red cabbage, cut into bite-sized pieces', '2 cups water, plus more as needed', '2 tablespoons extra-virgin olive oil', '2 tablespoons apple cider vinegar', '2 teaspoons caraway seeds', 'salt and ground black pepper to taste']","['Put cabbage into a large pan. Pour 2 cups water over the cabbage. Sprinkle olive oil, cider vinegar, and caraway seeds over the cabbage.', 'Place a cover on the pot. Turn heat to medium. Cook cabbage, stirring once or twice while cooking and adding water as needed to maintain steaming action, until tender, about 30 minutes. Season with salt and pepper.', '']"
Vegan Cajun Hoppin' John,4.0,1,stronglive1,7,6,289,10 m,25 m,35 m,"['1 onion, diced', '1 green bell pepper, diced', '1 tablespoon canola oil, or as needed', '3 cups cooked brown rice', '1 (16 ounce) can red kidney beans, drained', '10 ounces tomato paste', '1 (10 ounce) package frozen black-eyed peas', '15 drops hot sauce (such as Tabasco®)', '1 pinch smoked salt, or to taste', '1 pinch dill weed, or to taste', '1 pinch mustard powder, or to taste', '1 pinch garlic powder, or to taste', '1 pinch dried savory, or to taste']","['Combine onion and green bell pepper in a skillet; add enough canola oil to coat onion and bell pepper. Cover skillet and cook onion and bell pepper over medium heat until tender, about 15 minutes.', 'Mix rice, kidney beans, tomato paste, black-eyed peas, hot sauce, smoked salt, dill weed, mustard powder, garlic powder, and savory into onion and bell pepper; cook and stir until heated through, about 10 minutes more.', '']"
Swedish Rice Pudding,4.19999980926514,4,KOKO48,5,6,293,15 m,1 h 20 m,1 h 35 m,"['2 cups water', '1/2 cup white rice', '2 2/3 cups whole milk', '3 eggs, slightly beaten', '1/2 cup white sugar', '1 (4-serving size) package cook-and-serve vanilla pudding mix', '1 tablespoon butter', '1/2 teaspoon vanilla extract', '1/2 teaspoon salt']","['Bring water and rice to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until the rice is tender and liquid has been absorbed, 20 to 25 minutes.', 'Preheat oven to 325 degrees F (165 degrees C). Grease an 8-inch square baking dish.', 'Stir milk into rice until evenly combined. Mix eggs, sugar, pudding mix, butter, vanilla extract, and salt into rice mixture; transfer to the prepared baking dish.', 'Bake in the preheated oven until a knife inserted in the pudding comes out clean, about 1 hour.', '']"
